Crop,Season,Annual_Rainfall,Fertilizer,Pesticide,Yield
-1.886683241562077,1.6054371705588877,0.7511974591383891,-0.17987979466197013,-0.12174501783427887,796.086957
-1.8224177947838072,-0.8485858446422357,0.7511974591383891,-0.247216987907071,-0.21938511881053258,710.4347829999999
-1.37255966733592,-0.8485858446422357,0.7511974591383891,-0.25307191661398903,-0.22787486723339007,238.333333
-1.1797633270011112,-0.8485858446422357,0.7511974591383891,-0.2521266678944849,-0.22650424015536327,420.909091
-1.051232433444572,1.6054371705588877,0.7511974591383891,-0.24025041462970745,-0.20928346643271034,643.6363640000001
-0.8584360931097632,-0.030578172908527938,0.7511974591383891,-0.25088371093564593,-0.22470193095414032,465.454545
-0.40857796566187593,-0.030578172908527938,0.7511974591383891,-0.24374773465340838,-0.21435464127389336,461.36363600000004
-0.3443125188836063,-0.8485858446422357,0.7511974591383891,-0.2346079914673651,-0.20110185474425551,615.6521740000001
-0.022985284992258277,1.6054371705588877,0.7511974591383891,-0.24393217342794576,-0.21462208070375224,482.352941
0.16981105534255053,-0.030578172908527938,0.7511974591383891,-0.14531456497516043,-0.0716248338134956,520.8695650000001
0.6196691827904378,-0.030578172908527938,0.7511974591383891,0.026088197264088533,0.17691215155998796,554.782609
0.6839346295687074,-1.6665935163759436,0.7511974591383891,0.3549365179563979,0.6537479341474159,780.8695650000001
0.6839346295687074,0.7874294988251799,0.7511974591383891,-0.07847856405217202,0.02528852958161983,1060.4347830000002
0.6839346295687074,2.423444842292595,0.7511974591383891,1.493608385880106,2.3048419399126048,941.304348
0.8767309699035162,1.6054371705588877,0.7511974591383891,-0.23806722087458546,-0.20611779752927195,487.39130400000005
0.9409964166817858,-0.8485858446422357,0.7511974591383891,-0.24335479987287217,-0.21378487901028093,473.0
1.3265890973514034,1.6054371705588877,0.7511974591383891,-0.2534357822398427,-0.22840247871729646,380.0
1.3908545441296731,1.6054371705588877,0.7511974591383891,-0.24377479903880245,-0.2143938851032748,670.0
1.5193854376862124,-0.030578172908527938,0.7511974591383891,-0.1689698401942255,-0.10592539416806059,1259.52381
-1.886683241562077,1.6054371705588877,-0.20939835088606001,-0.16054780441344732,-0.09371329585461277,1293.571429
-1.8224177947838072,-0.8485858446422357,-0.20939835088606001,0.168946051989743,0.3840585247373214,268.235294
-1.7581523480055377,-0.8485858446422357,-0.20939835088606001,0.0479973184329137,0.20868075818186713,404.545455
-1.7581523480055377,0.7874294988251799,-0.20939835088606001,-0.25304785938252766,-0.22783998382949544,810.0
-1.565356007670729,-0.8485858446422357,-0.20939835088606001,-0.25003569352663163,-0.2234722909668543,437.5
-1.5010905608924592,1.6054371705588877,-0.20939835088606001,-0.23258918879389598,-0.19817455576743045,58.571429
-1.2440287737793807,1.6054371705588877,-0.20939835088606001,-0.2365115199067483,-0.2038620040774187,121.333333
-1.051232433444572,-0.8485858446422357,-0.20939835088606001,-0.06684589025594123,0.0421561088398395,1078.333333
-1.051232433444572,-0.030578172908527938,-0.20939835088606001,-0.24929392888990512,-0.22239671934676963,1869.444444
-0.9869669866663023,1.6054371705588877,-0.20939835088606001,-0.24879674610636954,-0.22167579566628046,1585.0
-0.9227015398880327,-0.8485858446422357,-0.20939835088606001,-0.250242184763342,-0.2237717068502833,1262.307692
-0.7941706463314936,-0.8485858446422357,-0.20939835088606001,0.5958175670408122,1.003029643443776,709.4117650000001
-0.7941706463314936,-0.030578172908527938,-0.20939835088606001,-0.06099497108760008,0.050640043362047894,1133.333333
-0.6656397527749544,-0.8485858446422357,-0.20939835088606001,-0.0745712687089831,0.03095417576417392,450.0
-0.6656397527749544,-0.030578172908527938,-0.20939835088606001,-0.0903077052386709,0.008136069191593901,514.705882
-0.6013743059966847,-0.8485858446422357,-0.20939835088606001,0.13674945721723686,0.33737290252499763,1228.0
-0.6013743059966847,-0.030578172908527938,-0.20939835088606001,1.2508819459283935,1.9528843828424938,510.714286
-0.3443125188836063,-0.030578172908527938,-0.20939835088606001,-0.20490933922826762,-0.15803829263632505,1980.0
-0.3443125188836063,0.7874294988251799,-0.20939835088606001,-0.24411661220248315,-0.2148895201336111,2165.714286
0.5554037360121682,-0.8485858446422357,-0.20939835088606001,0.6461924073363382,1.0760740377239855,1191.333333
0.5554037360121682,-0.030578172908527938,-0.20939835088606001,-0.2267011813937185,-0.18963684266421785,1312.2222219999999
0.5554037360121682,0.7874294988251799,-0.20939835088606001,-0.24031657201622628,-0.2093793957934206,1847.777778
0.6839346295687074,-0.8485858446422357,-0.20939835088606001,0.7801200172665924,1.2702714006805969,2233.5
0.6839346295687074,-0.030578172908527938,-0.20939835088606001,-0.19985230869815268,-0.1507055104426397,2073.846154
1.5193854376862124,-0.030578172908527938,-0.20939835088606001,-0.0025739892528802992,0.13535148276985146,548.3333329999999
-1.886683241562077,1.6054371705588877,2.221409728590872,-0.17754323605628172,-0.11835696723101216,1147.857143
-1.565356007670729,1.6054371705588877,2.221409728590872,-0.07960023246905977,0.02366209087503234,240.714286
-1.4368251141141897,1.6054371705588877,2.221409728590872,-0.15756771486616647,-0.0893921141971645,589.285714
-1.886683241562077,1.6054371705588877,2.9140376237251053,-0.24427799613020337,-0.21512352963473766,1245.714286
-1.8224177947838072,-0.8485858446422357,2.9140376237251053,-0.2530027520735375,-0.22777457744719298,806.666667
-1.37255966733592,-0.030578172908527938,2.9140376237251053,-0.25383974325146536,-0.2289882292076939,490.0
-1.1797633270011112,-0.8485858446422357,2.9140376237251053,-0.24630782503475895,-0.21806681683834772,796.666667
-1.051232433444572,1.6054371705588877,2.9140376237251053,-0.25209960350909083,-0.2264649963259818,640.0
-0.8584360931097632,-0.030578172908527938,2.9140376237251053,-0.2534257583934005,-0.2283879439656737,613.333333
-0.40857796566187593,-0.8485858446422357,2.9140376237251053,-0.25381969555858086,-0.2289591597044484,440.0
-0.3443125188836063,-0.8485858446422357,2.9140376237251053,-0.23665385852622825,-0.204068397550462,1444.285714
-0.2157816253270671,1.6054371705588877,2.9140376237251053,-0.25300676161211444,-0.2277803913478421,752.5
0.16981105534255053,-0.030578172908527938,2.9140376237251053,-0.25195626250496667,-0.22625714937777625,777.1428569999999
0.6196691827904378,-0.030578172908527938,2.9140376237251053,-0.2469393273606207,-0.218982506190582,608.5714290000001
0.6839346295687074,-0.8485858446422357,2.9140376237251053,-0.1484490217576519,-0.07616985064593447,1378.5714289999999
0.8767309699035162,-0.8485858446422357,2.9140376237251053,-0.2525406527525498,-0.2271045253973835,575.714286
0.9409964166817858,-0.8485858446422357,2.9140376237251053,-0.25105912824838533,-0.2249562891075387,861.428571
1.0052618634600554,-0.8485858446422357,2.9140376237251053,-0.2529696733802781,-0.22772661276683787,921.4285709999999
1.3265890973514034,-0.030578172908527938,2.9140376237251053,-0.2531260453847772,-0.22795335489215302,618.0
1.5193854376862124,-0.030578172908527938,2.9140376237251053,-0.2495725918209997,-0.22280078544188253,1385.0
-1.886683241562077,1.6054371705588877,0.5082023421639363,-0.24579259932762731,-0.21731973060493753,1691.7647060000002
-1.8224177947838072,1.6054371705588877,0.5082023421639363,-0.25023115853225547,-0.22375571862349825,777.692308
-1.7581523480055377,-0.8485858446422357,0.5082023421639363,-0.25366232116943754,-0.22873096410397098,426.666667
-1.6296214544489984,1.6054371705588877,0.5082023421639363,-0.24773923030671222,-0.2201423793700787,1680.0
-1.5010905608924592,1.6054371705588877,0.5082023421639363,-0.2511894382521346,-0.22514524087863466,0.0
-1.37255966733592,1.6054371705588877,0.5082023421639363,-0.2532082409256037,-0.2280725398554597,70.0
-1.1797633270011112,-0.8485858446422357,0.5082023421639363,-0.22780781404094289,-0.19124147924337118,2000.0
-1.051232433444572,1.6054371705588877,0.5082023421639363,-0.1896831164824903,-0.1359600049213438,942.7777779999999
-0.8584360931097632,-0.030578172908527938,0.5082023421639363,-0.22832404213271876,-0.19199001895194365,597.5
-0.7941706463314936,1.6054371705588877,0.5082023421639363,-0.2241841935520696,-0.18598716653174135,1130.0
-0.6656397527749544,-0.8485858446422357,0.5082023421639363,-0.2482113534741422,-0.22082696617151096,438.888889
-0.6013743059966847,1.6054371705588877,0.5082023421639363,-0.2529195541480668,-0.22765393900872405,482.0
-0.47284341244014555,-0.030578172908527938,0.5082023421639363,-0.2285485762930251,-0.19231559738829357,1095.882353
-0.40857796566187593,1.6054371705588877,0.5082023421639363,-0.23734450154609923,-0.20506984193727054,251.538462
-0.2800470721053367,-0.030578172908527938,0.5082023421639363,-0.20254571623718515,-0.15461099820367685,662.352941
-0.15151617854879748,-0.8485858446422357,0.5082023421639363,-0.25237626167089694,-0.22686615547077013,548.888889
-0.15151617854879748,-0.030578172908527938,0.5082023421639363,-0.25059301938882067,-0.2242804231570801,542.857143
-0.15151617854879748,0.7874294988251799,0.5082023421639363,-0.24388706611895564,-0.2145566743214498,46.0
-0.022985284992258277,-0.030578172908527938,0.5082023421639363,50.67538942745597,73.61927955900207,698.8888890000001
-0.022985284992258277,1.6054371705588877,0.5082023421639363,-0.24734228598759914,-0.21956680320581715,403.75
0.29834194889908977,-0.8485858446422357,0.5082023421639363,-0.2525877648308284,-0.22717283873001048,585.0
0.5554037360121682,-1.6665935163759436,0.5082023421639363,-0.2412327515810479,-0.2107078720917414,986.0
0.6196691827904378,1.6054371705588877,0.5082023421639363,0.07403325718201312,0.246433322046839,718.333333
0.6839346295687074,-1.6665935163759436,0.5082023421639363,0.1702601782583219,0.38596403067506596,1837.222222
0.6839346295687074,2.423444842292595,0.5082023421639363,4.026641398634443,5.977783849311654,1985.555556
0.748200076346977,1.6054371705588877,0.5082023421639363,-0.24304406063316245,-0.2133343017099752,297.5
0.8767309699035162,1.6054371705588877,0.5082023421639363,-0.12565178779404337,-0.04311346503027825,649.444444
0.9409964166817858,1.6054371705588877,0.5082023421639363,-0.24881178187603292,-0.22169759779371462,626.666667
1.0052618634600554,-0.8485858446422357,0.5082023421639363,-0.2523111066690223,-0.22677167958522212,1196.666667
1.1337927570165947,1.6054371705588877,0.5082023421639363,-0.25359115185969755,-0.22862776736744933,0.0
1.3908545441296731,1.6054371705588877,0.5082023421639363,-0.24135905204622027,-0.21089100996218826,1661.1111110000002
1.4551199909079426,-0.8485858446422357,0.5082023421639363,-0.18443362810068414,-0.12834815549650136,1825.0
1.4551199909079426,-0.030578172908527938,0.5082023421639363,-0.23713600554010045,-0.20476751910351704,628.333333
1.5193854376862124,-0.030578172908527938,0.5082023421639363,0.11438024149671241,0.30493715080363354,1886.666667
